Learning Rate: 0.0001
Epoch:0	training loss:4.9489665031433105	 training accuracy:0.16470588235294117
Epoch:275	training loss:1.939636468887329	 training accuracy:0.29411764705882354
Epoch:276	training loss:1.9386783838272095	 training accuracy:0.29411764705882354
Epoch:277	training loss:1.9377200603485107	 training accuracy:0.3058823529411765
Epoch:278	training loss:1.9367609024047852	 training accuracy:0.3058823529411765
Epoch:279	training loss:1.9358023405075073	 training accuracy:0.3058823529411765
Epoch:280	training loss:1.9348431825637817	 training accuracy:0.3058823529411765
Epoch:281	training loss:1.9338839054107666	 training accuracy:0.3058823529411765
Epoch:282	training loss:1.9329241514205933	 training accuracy:0.3058823529411765
Epoch:283	training loss:1.931964635848999	 training accuracy:0.3058823529411765
Epoch:284	training loss:1.9310047626495361	 training accuracy:0.29411764705882354
Epoch:285	training loss:1.9300446510314941	 training accuracy:0.29411764705882354
Epoch:286	training loss:1.9290841817855835	 training accuracy:0.29411764705882354
Epoch:287	training loss:1.9281232357025146	 training accuracy:0.29411764705882354
Epoch:288	training loss:1.9271620512008667	 training accuracy:0.29411764705882354
Epoch:289	training loss:1.9262008666992188	 training accuracy:0.29411764705882354
Epoch:290	training loss:1.925239086151123	 training accuracy:0.29411764705882354
Epoch:291	training loss:1.9242768287658691	 training accuracy:0.29411764705882354
Epoch:292	training loss:1.9233144521713257	 training accuracy:0.29411764705882354
Epoch:293	training loss:1.9223518371582031	 training accuracy:0.29411764705882354
Epoch:294	training loss:1.9213887453079224	 training accuracy:0.29411764705882354
Epoch:295	training loss:1.920425534248352	 training accuracy:0.29411764705882354
Epoch:296	training loss:1.919461727142334	 training accuracy:0.29411764705882354
Epoch:297	training loss:1.9184975624084473	 training accuracy:0.29411764705882354
Epoch:298	training loss:1.917533278465271	 training accuracy:0.29411764705882354
Epoch:299	training loss:1.9165687561035156	 training accuracy:0.29411764705882354
Epoch:300	training loss:1.9156038761138916	 training accuracy:0.29411764705882354
Epoch:301	training loss:1.9146382808685303	 training accuracy:0.29411764705882354
Epoch:302	training loss:1.9136722087860107	 training accuracy:0.29411764705882354
Epoch:303	training loss:1.9127057790756226	 training accuracy:0.29411764705882354
Epoch:304	training loss:1.9117388725280762	 training accuracy:0.29411764705882354
Epoch:305	training loss:1.9107716083526611	 training accuracy:0.29411764705882354
Epoch:306	training loss:1.9098036289215088	 training accuracy:0.29411764705882354
Epoch:307	training loss:1.9088350534439087	 training accuracy:0.29411764705882354
Epoch:308	training loss:1.9078658819198608	 training accuracy:0.29411764705882354
Epoch:309	training loss:1.9068961143493652	 training accuracy:0.29411764705882354
Epoch:310	training loss:1.90592622756958	 training accuracy:0.29411764705882354
Epoch:311	training loss:1.9049551486968994	 training accuracy:0.29411764705882354
Epoch:312	training loss:1.9039838314056396	 training accuracy:0.29411764705882354
Epoch:313	training loss:1.9030119180679321	 training accuracy:0.3058823529411765
Epoch:314	training loss:1.9020392894744873	 training accuracy:0.3058823529411765
Epoch:315	training loss:1.9010658264160156	 training accuracy:0.3058823529411765
Epoch:316	training loss:1.900092363357544	 training accuracy:0.3058823529411765
Epoch:317	training loss:1.8991179466247559	 training accuracy:0.3058823529411765
Epoch:318	training loss:1.8981432914733887	 training accuracy:0.3058823529411765
Epoch:319	training loss:1.8971672058105469	 training accuracy:0.3058823529411765
Epoch:320	training loss:1.896191120147705	 training accuracy:0.3058823529411765
Epoch:321	training loss:1.8952140808105469	 training accuracy:0.3058823529411765
Epoch:322	training loss:1.8942359685897827	 training accuracy:0.3058823529411765
Epoch:323	training loss:1.8932576179504395	 training accuracy:0.3058823529411765
Epoch:324	training loss:1.8922784328460693	 training accuracy:0.3058823529411765
Epoch:325	training loss:1.8912982940673828	 training accuracy:0.3058823529411765
Epoch:326	training loss:1.8903172016143799	 training accuracy:0.3058823529411765
Epoch:327	training loss:1.88933527469635	 training accuracy:0.3058823529411765
Epoch:328	training loss:1.888352870941162	 training accuracy:0.3058823529411765
Epoch:329	training loss:1.8873698711395264	 training accuracy:0.3058823529411765
Epoch:330	training loss:1.8863856792449951	 training accuracy:0.3058823529411765
Epoch:331	training loss:1.8854001760482788	 training accuracy:0.3058823529411765
Epoch:332	training loss:1.8844140768051147	 training accuracy:0.3058823529411765
Epoch:333	training loss:1.8834272623062134	 training accuracy:0.3058823529411765
Epoch:334	training loss:1.8824400901794434	 training accuracy:0.3058823529411765
Epoch:335	training loss:1.8814513683319092	 training accuracy:0.3058823529411765
Epoch:336	training loss:1.8804618120193481	 training accuracy:0.3058823529411765
Epoch:337	training loss:1.8794713020324707	 training accuracy:0.3058823529411765
Epoch:338	training loss:1.878480076789856	 training accuracy:0.3058823529411765
Epoch:339	training loss:1.8774876594543457	 training accuracy:0.3058823529411765
Epoch:340	training loss:1.8764944076538086	 training accuracy:0.3058823529411765
Epoch:341	training loss:1.8755000829696655	 training accuracy:0.3058823529411765
Epoch:342	training loss:1.8745051622390747	 training accuracy:0.3058823529411765
Epoch:343	training loss:1.8735088109970093	 training accuracy:0.3058823529411765
Epoch:344	training loss:1.8725119829177856	 training accuracy:0.3058823529411765
Epoch:345	training loss:1.871513843536377	 training accuracy:0.3058823529411765
Epoch:346	training loss:1.870514988899231	 training accuracy:0.3058823529411765
Epoch:347	training loss:1.8695144653320312	 training accuracy:0.3058823529411765
Epoch:348	training loss:1.868513584136963	 training accuracy:0.3058823529411765
Epoch:349	training loss:1.867511510848999	 training accuracy:0.3058823529411765
Epoch:350	training loss:1.8665084838867188	 training accuracy:0.3058823529411765
Epoch:351	training loss:1.8655039072036743	 training accuracy:0.3058823529411765
Epoch:352	training loss:1.864498496055603	 training accuracy:0.3058823529411765
Epoch:353	training loss:1.8634920120239258	 training accuracy:0.3058823529411765
Epoch:354	training loss:1.862484335899353	 training accuracy:0.3058823529411765
Epoch:355	training loss:1.8614758253097534	 training accuracy:0.3058823529411765
Epoch:356	training loss:1.8604661226272583	 training accuracy:0.3058823529411765
Epoch:357	training loss:1.8594553470611572	 training accuracy:0.3058823529411765
Epoch:358	training loss:1.8584433794021606	 training accuracy:0.3058823529411765
Epoch:359	training loss:1.8574304580688477	 training accuracy:0.3058823529411765
Epoch:360	training loss:1.8564165830612183	 training accuracy:0.3058823529411765
Epoch:361	training loss:1.8554012775421143	 training accuracy:0.3058823529411765
Epoch:362	training loss:1.8543847799301147	 training accuracy:0.3058823529411765
Epoch:363	training loss:1.8533670902252197	 training accuracy:0.3058823529411765
Epoch:364	training loss:1.8523482084274292	 training accuracy:0.3058823529411765
Epoch:365	training loss:1.8513283729553223	 training accuracy:0.3058823529411765
Epoch:366	training loss:1.8503072261810303	 training accuracy:0.3058823529411765
Epoch:367	training loss:1.8492852449417114	 training accuracy:0.3058823529411765
Epoch:368	training loss:1.8482617139816284	 training accuracy:0.3058823529411765
Epoch:369	training loss:1.84723699092865	 training accuracy:0.3058823529411765
Epoch:370	training loss:1.8462109565734863	 training accuracy:0.3058823529411765
Epoch:371	training loss:1.845184326171875	 training accuracy:0.3058823529411765
Epoch:372	training loss:1.8441566228866577	 training accuracy:0.3058823529411765
Epoch:373	training loss:1.8431271314620972	 training accuracy:0.3058823529411765
Epoch:374	training loss:1.8420964479446411	 training accuracy:0.3058823529411765
Epoch:375	training loss:1.8410648107528687	 training accuracy:0.3058823529411765
Epoch:376	training loss:1.840031623840332	 training accuracy:0.3058823529411765
Epoch:377	training loss:1.838997721672058	 training accuracy:0.3176470588235294
Epoch:378	training loss:1.83796226978302	 training accuracy:0.3176470588235294
Epoch:379	training loss:1.836925745010376	 training accuracy:0.3176470588235294
Epoch:380	training loss:1.8358877897262573	 training accuracy:0.32941176470588235
Epoch:381	training loss:1.8348488807678223	 training accuracy:0.32941176470588235
Epoch:382	training loss:1.8338088989257812	 training accuracy:0.32941176470588235
Epoch:383	training loss:1.8327678442001343	 training accuracy:0.32941176470588235
Epoch:384	training loss:1.8317251205444336	 training accuracy:0.32941176470588235
Epoch:385	training loss:1.8306812047958374	 training accuracy:0.32941176470588235
Epoch:386	training loss:1.8296364545822144	 training accuracy:0.35294117647058826
Epoch:387	training loss:1.8285901546478271	 training accuracy:0.35294117647058826
Epoch:388	training loss:1.8275424242019653	 training accuracy:0.35294117647058826
Epoch:389	training loss:1.8264940977096558	 training accuracy:0.35294117647058826
Epoch:390	training loss:1.8254443407058716	 training accuracy:0.35294117647058826
Epoch:391	training loss:1.8243935108184814	 training accuracy:0.35294117647058826
Epoch:392	training loss:1.8233412504196167	 training accuracy:0.36470588235294116
Epoch:393	training loss:1.8222877979278564	 training accuracy:0.36470588235294116
Epoch:394	training loss:1.8212332725524902	 training accuracy:0.36470588235294116
Epoch:395	training loss:1.820177674293518	 training accuracy:0.36470588235294116
