Learning Rate: 0.0001
Epoch:0	training loss:5.110495567321777	 training accuracy:0.1225
Epoch:44	training loss:2.884603500366211	 training accuracy:0.2575
Epoch:45	training loss:2.8777661323547363	 training accuracy:0.2575
Epoch:46	training loss:2.871431827545166	 training accuracy:0.2575
Epoch:47	training loss:2.8655619621276855	 training accuracy:0.2575
Epoch:48	training loss:2.8600969314575195	 training accuracy:0.2575
Epoch:49	training loss:2.854952573776245	 training accuracy:0.2575
Epoch:50	training loss:2.8500232696533203	 training accuracy:0.2575
Epoch:51	training loss:2.8451976776123047	 training accuracy:0.2575
Epoch:52	training loss:2.8403759002685547	 training accuracy:0.2575
Epoch:53	training loss:2.8354856967926025	 training accuracy:0.2575
Epoch:54	training loss:2.830484628677368	 training accuracy:0.2575
Epoch:55	training loss:2.825361728668213	 training accuracy:0.2575
Epoch:56	training loss:2.8201324939727783	 training accuracy:0.2575
Epoch:57	training loss:2.8148300647735596	 training accuracy:0.2575
Epoch:58	training loss:2.8094944953918457	 training accuracy:0.2575
Epoch:59	training loss:2.804166793823242	 training accuracy:0.2575
Epoch:60	training loss:2.798882007598877	 training accuracy:0.2575
Epoch:61	training loss:2.7936666011810303	 training accuracy:0.2575
Epoch:62	training loss:2.7885360717773438	 training accuracy:0.2575
Epoch:63	training loss:2.783493757247925	 training accuracy:0.2575
Epoch:64	training loss:2.7785327434539795	 training accuracy:0.2575
Epoch:65	training loss:2.773637294769287	 training accuracy:0.2575
Epoch:66	training loss:2.7687878608703613	 training accuracy:0.2575
Epoch:67	training loss:2.763962507247925	 training accuracy:0.2575
Epoch:68	training loss:2.759143352508545	 training accuracy:0.2575
Epoch:69	training loss:2.7543163299560547	 training accuracy:0.2575
Epoch:70	training loss:2.749474048614502	 training accuracy:0.2575
Epoch:71	training loss:2.7446160316467285	 training accuracy:0.2575
Epoch:72	training loss:2.7397494316101074	 training accuracy:0.2575
Epoch:73	training loss:2.734884738922119	 training accuracy:0.2575
Epoch:74	training loss:2.730036497116089	 training accuracy:0.2575
Epoch:75	training loss:2.725217580795288	 training accuracy:0.2575
Epoch:76	training loss:2.7204389572143555	 training accuracy:0.2575
Epoch:77	training loss:2.7157082557678223	 training accuracy:0.2575
Epoch:78	training loss:2.711026191711426	 training accuracy:0.2575
Epoch:79	training loss:2.706388473510742	 training accuracy:0.2575
Epoch:80	training loss:2.701787233352661	 training accuracy:0.2575
Epoch:81	training loss:2.697214126586914	 training accuracy:0.2575
Epoch:82	training loss:2.6926565170288086	 training accuracy:0.2575
Epoch:83	training loss:2.6881039142608643	 training accuracy:0.2575
Epoch:84	training loss:2.6835482120513916	 training accuracy:0.2575
Epoch:85	training loss:2.678983688354492	 training accuracy:0.2575
Epoch:86	training loss:2.674410343170166	 training accuracy:0.2575
Epoch:87	training loss:2.669830799102783	 training accuracy:0.2575
Epoch:88	training loss:2.6652512550354004	 training accuracy:0.2575
Epoch:89	training loss:2.6606788635253906	 training accuracy:0.2575
Epoch:90	training loss:2.6561200618743896	 training accuracy:0.2575
Epoch:91	training loss:2.651580572128296	 training accuracy:0.2575
Epoch:92	training loss:2.647064685821533	 training accuracy:0.2575
Epoch:93	training loss:2.6425728797912598	 training accuracy:0.2575
Epoch:94	training loss:2.638104200363159	 training accuracy:0.2575
Epoch:95	training loss:2.6336557865142822	 training accuracy:0.2575
Epoch:96	training loss:2.629225254058838	 training accuracy:0.2575
Epoch:97	training loss:2.6248085498809814	 training accuracy:0.2575
Epoch:98	training loss:2.620403289794922	 training accuracy:0.2575
Epoch:99	training loss:2.61600661277771	 training accuracy:0.2575
Epoch:100	training loss:2.6116180419921875	 training accuracy:0.2575
Epoch:101	training loss:2.6072378158569336	 training accuracy:0.2575
Epoch:102	training loss:2.6028661727905273	 training accuracy:0.2575
Epoch:103	training loss:2.5985031127929688	 training accuracy:0.2575
Epoch:104	training loss:2.594151496887207	 training accuracy:0.2575
Epoch:105	training loss:2.5898115634918213	 training accuracy:0.2575
Epoch:106	training loss:2.5854849815368652	 training accuracy:0.2575
Epoch:107	training loss:2.5811715126037598	 training accuracy:0.2575
Epoch:108	training loss:2.576871156692505	 training accuracy:0.2575
Epoch:109	training loss:2.5725831985473633	 training accuracy:0.2575
Epoch:110	training loss:2.568308115005493	 training accuracy:0.2575
Epoch:111	training loss:2.564044952392578	 training accuracy:0.2575
Epoch:112	training loss:2.559792995452881	 training accuracy:0.2575
Epoch:113	training loss:2.5555524826049805	 training accuracy:0.2575
Epoch:114	training loss:2.5513229370117188	 training accuracy:0.2575
Epoch:115	training loss:2.5471038818359375	 training accuracy:0.2575
Epoch:116	training loss:2.542895793914795	 training accuracy:0.2575
Epoch:117	training loss:2.53869891166687	 training accuracy:0.2575
Epoch:118	training loss:2.534514904022217	 training accuracy:0.2575
Epoch:119	training loss:2.5303430557250977	 training accuracy:0.2575
Epoch:120	training loss:2.5261826515197754	 training accuracy:0.2575
Epoch:121	training loss:2.522034168243408	 training accuracy:0.2575
Epoch:122	training loss:2.517896890640259	 training accuracy:0.2575
Epoch:123	training loss:2.5137715339660645	 training accuracy:0.2575
Epoch:124	training loss:2.5096569061279297	 training accuracy:0.2575
Epoch:125	training loss:2.50555419921875	 training accuracy:0.2575
Epoch:126	training loss:2.501462697982788	 training accuracy:0.2575
Epoch:127	training loss:2.4973816871643066	 training accuracy:0.2575
Epoch:128	training loss:2.4933114051818848	 training accuracy:0.2575
Epoch:129	training loss:2.4892525672912598	 training accuracy:0.2575
Epoch:130	training loss:2.48520565032959	 training accuracy:0.2575
Epoch:131	training loss:2.4811697006225586	 training accuracy:0.2575
Epoch:132	training loss:2.477144956588745	 training accuracy:0.2575
Epoch:133	training loss:2.4731316566467285	 training accuracy:0.2575
Epoch:134	training loss:2.469130039215088	 training accuracy:0.2575
Epoch:135	training loss:2.465139389038086	 training accuracy:0.2575
Epoch:136	training loss:2.4611597061157227	 training accuracy:0.2575
Epoch:137	training loss:2.4571924209594727	 training accuracy:0.2575
Epoch:138	training loss:2.4532365798950195	 training accuracy:0.2575
Epoch:139	training loss:2.449291229248047	 training accuracy:0.2575
Epoch:140	training loss:2.44535756111145	 training accuracy:0.2575
Epoch:141	training loss:2.441434621810913	 training accuracy:0.2575
Epoch:142	training loss:2.4375226497650146	 training accuracy:0.2575
Epoch:143	training loss:2.433621644973755	 training accuracy:0.2575
Epoch:144	training loss:2.429731607437134	 training accuracy:0.2575
Epoch:145	training loss:2.425851821899414	 training accuracy:0.2575
Epoch:146	training loss:2.4219837188720703	 training accuracy:0.2575
Epoch:147	training loss:2.4181265830993652	 training accuracy:0.2575
Epoch:148	training loss:2.414281129837036	 training accuracy:0.2575
Epoch:149	training loss:2.410447120666504	 training accuracy:0.2575
Epoch:150	training loss:2.406623363494873	 training accuracy:0.2575
Epoch:151	training loss:2.402810573577881	 training accuracy:0.2575
Epoch:152	training loss:2.3990087509155273	 training accuracy:0.2575
Epoch:153	training loss:2.3952178955078125	 training accuracy:0.2575
Epoch:154	training loss:2.3914389610290527	 training accuracy:0.2575
Epoch:155	training loss:2.3876702785491943	 training accuracy:0.2575
Epoch:156	training loss:2.383913040161133	 training accuracy:0.2575
Epoch:157	training loss:2.3801658153533936	 training accuracy:0.2575
Epoch:158	training loss:2.376430034637451	 training accuracy:0.2575
Epoch:159	training loss:2.372704267501831	 training accuracy:0.2575
Epoch:160	training loss:2.368989944458008	 training accuracy:0.2575
Epoch:161	training loss:2.3652868270874023	 training accuracy:0.2575
Epoch:162	training loss:2.3615951538085938	 training accuracy:0.2575
Epoch:163	training loss:2.3579134941101074	 training accuracy:0.2575
Epoch:164	training loss:2.3542423248291016	 training accuracy:0.2575
Epoch:165	training loss:2.3505818843841553	 training accuracy:0.2575
Epoch:166	training loss:2.3469324111938477	 training accuracy:0.2575
Epoch:167	training loss:2.3432939052581787	 training accuracy:0.2575
Epoch:168	training loss:2.3396666049957275	 training accuracy:0.2575
Epoch:169	training loss:2.3360490798950195	 training accuracy:0.2575
Epoch:170	training loss:2.332442283630371	 training accuracy:0.2575
Epoch:171	training loss:2.3288464546203613	 training accuracy:0.2575
Epoch:172	training loss:2.325261116027832	 training accuracy:0.2575
Epoch:173	training loss:2.3216867446899414	 training accuracy:0.2575
Epoch:174	training loss:2.318122386932373	 training accuracy:0.2575
Epoch:175	training loss:2.3145694732666016	 training accuracy:0.2575
Epoch:176	training loss:2.3110268115997314	 training accuracy:0.2575
Epoch:177	training loss:2.307495355606079	 training accuracy:0.2575
Epoch:178	training loss:2.3039748668670654	 training accuracy:0.2575
Epoch:179	training loss:2.3004648685455322	 training accuracy:0.2575
Epoch:180	training loss:2.2969655990600586	 training accuracy:0.2575
Epoch:181	training loss:2.2934772968292236	 training accuracy:0.2575
Epoch:182	training loss:2.2900002002716064	 training accuracy:0.2575
Epoch:183	training loss:2.2865333557128906	 training accuracy:0.2575
Epoch:184	training loss:2.2830772399902344	 training accuracy:0.2575
Epoch:185	training loss:2.2796313762664795	 training accuracy:0.2575
Epoch:186	training loss:2.2761969566345215	 training accuracy:0.2575
Epoch:187	training loss:2.2727718353271484	 training accuracy:0.2575
Epoch:188	training loss:2.269357442855835	 training accuracy:0.2575
Epoch:189	training loss:2.265953779220581	 training accuracy:0.2575
Epoch:190	training loss:2.262561082839966	 training accuracy:0.2575
Epoch:191	training loss:2.25917911529541	 training accuracy:0.2575
Epoch:192	training loss:2.255807399749756	 training accuracy:0.2575
Epoch:193	training loss:2.252446174621582	 training accuracy:0.2575
Epoch:194	training loss:2.2490954399108887	 training accuracy:0.2575
Epoch:195	training loss:2.2457549571990967	 training accuracy:0.2575
Epoch:196	training loss:2.242424964904785	 training accuracy:0.2575
Epoch:197	training loss:2.2391066551208496	 training accuracy:0.2575
Epoch:198	training loss:2.2357981204986572	 training accuracy:0.2575
Epoch:199	training loss:2.2325003147125244	 training accuracy:0.2575
Epoch:200	training loss:2.229212760925293	 training accuracy:0.2575
Epoch:201	training loss:2.2259361743927	 training accuracy:0.2575
Epoch:202	training loss:2.2226696014404297	 training accuracy:0.2575
Epoch:203	training loss:2.219413995742798	 training accuracy:0.2575
Epoch:204	training loss:2.2161686420440674	 training accuracy:0.2575
Epoch:205	training loss:2.2129340171813965	 training accuracy:0.2575
Epoch:206	training loss:2.209709405899048	 training accuracy:0.2575
Epoch:207	training loss:2.206495761871338	 training accuracy:0.2575
Epoch:208	training loss:2.2032926082611084	 training accuracy:0.2575
Epoch:209	training loss:2.2001001834869385	 training accuracy:0.2575
Epoch:210	training loss:2.196918249130249	 training accuracy:0.2575
Epoch:211	training loss:2.1937460899353027	 training accuracy:0.2575
Epoch:212	training loss:2.190584659576416	 training accuracy:0.2575
Epoch:213	training loss:2.187434196472168	 training accuracy:0.2575
Epoch:214	training loss:2.1842939853668213	 training accuracy:0.2575
Epoch:215	training loss:2.1811633110046387	 training accuracy:0.2575
Epoch:216	training loss:2.1780431270599365	 training accuracy:0.2575
Epoch:217	training loss:2.174933910369873	 training accuracy:0.2575
Epoch:218	training loss:2.171835422515869	 training accuracy:0.2575
Epoch:219	training loss:2.1687469482421875	 training accuracy:0.2575
Epoch:220	training loss:2.1656694412231445	 training accuracy:0.2575
Epoch:221	training loss:2.162602663040161	 training accuracy:0.2575
Epoch:222	training loss:2.159546136856079	 training accuracy:0.2575
Epoch:223	training loss:2.1565001010894775	 training accuracy:0.2575
Epoch:224	training loss:2.1534640789031982	 training accuracy:0.2575
Epoch:225	training loss:2.150437831878662	 training accuracy:0.2575
Epoch:226	training loss:2.147423028945923	 training accuracy:0.2575
Epoch:227	training loss:2.144418239593506	 training accuracy:0.2575
Epoch:228	training loss:2.1414248943328857	 training accuracy:0.2575
Epoch:229	training loss:2.138441324234009	 training accuracy:0.2575
Epoch:230	training loss:2.135468006134033	 training accuracy:0.2575
Epoch:231	training loss:2.132505178451538	 training accuracy:0.2575
Epoch:232	training loss:2.1295528411865234	 training accuracy:0.2575
Epoch:233	training loss:2.1266114711761475	 training accuracy:0.2575
Epoch:234	training loss:2.123680591583252	 training accuracy:0.2575
Epoch:235	training loss:2.120759963989258	 training accuracy:0.2575
Epoch:236	training loss:2.117849349975586	 training accuracy:0.2575
Epoch:237	training loss:2.1149492263793945	 training accuracy:0.2575
Epoch:238	training loss:2.112060070037842	 training accuracy:0.2575
Epoch:239	training loss:2.1091806888580322	 training accuracy:0.2575
Epoch:240	training loss:2.106311321258545	 training accuracy:0.25125
Epoch:241	training loss:2.1034531593322754	 training accuracy:0.25125
Epoch:242	training loss:2.1006054878234863	 training accuracy:0.25125
Epoch:243	training loss:2.0977680683135986	 training accuracy:0.25125
Epoch:244	training loss:2.0949413776397705	 training accuracy:0.25125
Epoch:245	training loss:2.0921249389648438	 training accuracy:0.25125
Epoch:246	training loss:2.0893197059631348	 training accuracy:0.25125
Epoch:247	training loss:2.0865249633789062	 training accuracy:0.25125
Epoch:248	training loss:2.083739995956421	 training accuracy:0.25125
Epoch:249	training loss:2.0809648036956787	 training accuracy:0.25125
Epoch:250	training loss:2.0782008171081543	 training accuracy:0.25125
Epoch:251	training loss:2.0754473209381104	 training accuracy:0.25125
Epoch:252	training loss:2.072704315185547	 training accuracy:0.25125
Epoch:253	training loss:2.0699713230133057	 training accuracy:0.25125
Epoch:254	training loss:2.067248821258545	 training accuracy:0.25125
Epoch:255	training loss:2.0645363330841064	 training accuracy:0.25125
Epoch:256	training loss:2.0618343353271484	 training accuracy:0.25125
Epoch:257	training loss:2.0591437816619873	 training accuracy:0.25125
Epoch:258	training loss:2.0564634799957275	 training accuracy:0.25125
Epoch:259	training loss:2.0537939071655273	 training accuracy:0.25125
Epoch:260	training loss:2.0511343479156494	 training accuracy:0.25125
Epoch:261	training loss:2.048485517501831	 training accuracy:0.25125
Epoch:262	training loss:2.0458474159240723	 training accuracy:0.25125
Epoch:263	training loss:2.043219804763794	 training accuracy:0.25125
Epoch:264	training loss:2.040602684020996	 training accuracy:0.25125
Epoch:265	training loss:2.0379960536956787	 training accuracy:0.25125
Epoch:266	training loss:2.035400152206421	 training accuracy:0.25125
Epoch:267	training loss:2.0328142642974854	 training accuracy:0.25125
Epoch:268	training loss:2.0302391052246094	 training accuracy:0.25125
Epoch:269	training loss:2.027674436569214	 training accuracy:0.25125
Epoch:270	training loss:2.025120735168457	 training accuracy:0.25125
Epoch:271	training loss:2.0225768089294434	 training accuracy:0.25125
Epoch:272	training loss:2.0200443267822266	 training accuracy:0.25125
Epoch:273	training loss:2.017522096633911	 training accuracy:0.25125
Epoch:274	training loss:2.0150115489959717	 training accuracy:0.25125
Epoch:275	training loss:2.0125105381011963	 training accuracy:0.25125
Epoch:276	training loss:2.0100200176239014	 training accuracy:0.25125
Epoch:277	training loss:2.007540702819824	 training accuracy:0.25125
Epoch:278	training loss:2.005072593688965	 training accuracy:0.25125
Epoch:279	training loss:2.002614736557007	 training accuracy:0.25125
Epoch:280	training loss:2.0001676082611084	 training accuracy:0.25125
Epoch:281	training loss:1.997732162475586	 training accuracy:0.25125
Epoch:282	training loss:1.9953073263168335	 training accuracy:0.25125
Epoch:283	training loss:1.9928927421569824	 training accuracy:0.25125
Epoch:284	training loss:1.9904884099960327	 training accuracy:0.25125
Epoch:285	training loss:1.9880943298339844	 training accuracy:0.25125
Epoch:286	training loss:1.9857114553451538	 training accuracy:0.25125
Epoch:287	training loss:1.9833400249481201	 training accuracy:0.25125
Epoch:288	training loss:1.980979323387146	 training accuracy:0.25125
Epoch:289	training loss:1.9786287546157837	 training accuracy:0.25125
Epoch:290	training loss:1.9762893915176392	 training accuracy:0.25125
Epoch:291	training loss:1.9739609956741333	 training accuracy:0.25125
Epoch:292	training loss:1.9716429710388184	 training accuracy:0.25125
Epoch:293	training loss:1.9693368673324585	 training accuracy:0.25125
Epoch:294	training loss:1.9670408964157104	 training accuracy:0.25125
Epoch:295	training loss:1.9647551774978638	 training accuracy:0.25125
Epoch:296	training loss:1.9624804258346558	 training accuracy:0.25125
Epoch:297	training loss:1.9602162837982178	 training accuracy:0.25125
Epoch:298	training loss:1.957964301109314	 training accuracy:0.25125
Epoch:299	training loss:1.9557228088378906	 training accuracy:0.25125
Epoch:300	training loss:1.9534920454025269	 training accuracy:0.25125
Epoch:301	training loss:1.9512724876403809	 training accuracy:0.25125
Epoch:302	training loss:1.9490635395050049	 training accuracy:0.25125
Epoch:303	training loss:1.9468655586242676	 training accuracy:0.25125
Epoch:304	training loss:1.9446780681610107	 training accuracy:0.25125
Epoch:305	training loss:1.9425022602081299	 training accuracy:0.25125
Epoch:306	training loss:1.9403373003005981	 training accuracy:0.25125
Epoch:307	training loss:1.9381829500198364	 training accuracy:0.25125
Epoch:308	training loss:1.9360406398773193	 training accuracy:0.25125
Epoch:309	training loss:1.9339091777801514	 training accuracy:0.25125
Epoch:310	training loss:1.9317891597747803	 training accuracy:0.25125
Epoch:311	training loss:1.9296807050704956	 training accuracy:0.25125
Epoch:312	training loss:1.92758309841156	 training accuracy:0.25125
Epoch:313	training loss:1.9254965782165527	 training accuracy:0.25125
Epoch:314	training loss:1.923420786857605	 training accuracy:0.25125
Epoch:315	training loss:1.921356439590454	 training accuracy:0.25125
Epoch:316	training loss:1.9193029403686523	 training accuracy:0.25125
Epoch:317	training loss:1.917260766029358	 training accuracy:0.25125
Epoch:318	training loss:1.9152300357818604	 training accuracy:0.25125
Epoch:319	training loss:1.913210153579712	 training accuracy:0.25125
Epoch:320	training loss:1.9112014770507812	 training accuracy:0.25125
Epoch:321	training loss:1.9092038869857788	 training accuracy:0.25125
Epoch:322	training loss:1.9072178602218628	 training accuracy:0.25125
Epoch:323	training loss:1.9052433967590332	 training accuracy:0.2525
Epoch:324	training loss:1.9032803773880005	 training accuracy:0.2525
Epoch:325	training loss:1.9013285636901855	 training accuracy:0.2525
Epoch:326	training loss:1.8993877172470093	 training accuracy:0.2525
Epoch:327	training loss:1.8974580764770508	 training accuracy:0.2525
Epoch:328	training loss:1.8955399990081787	 training accuracy:0.2525
Epoch:329	training loss:1.8936342000961304	 training accuracy:0.2525
Epoch:330	training loss:1.8917397260665894	 training accuracy:0.25375
Epoch:331	training loss:1.8898563385009766	 training accuracy:0.25375
Epoch:332	training loss:1.8879843950271606	 training accuracy:0.255
Epoch:333	training loss:1.8861242532730103	 training accuracy:0.255
Epoch:334	training loss:1.884276032447815	 training accuracy:0.255
Epoch:335	training loss:1.8824384212493896	 training accuracy:0.255
Epoch:336	training loss:1.8806126117706299	 training accuracy:0.2575
Epoch:337	training loss:1.878798246383667	 training accuracy:0.25875
Epoch:338	training loss:1.8769956827163696	 training accuracy:0.25875
Epoch:339	training loss:1.8752042055130005	 training accuracy:0.25875
Epoch:340	training loss:1.8734238147735596	 training accuracy:0.25875
Epoch:341	training loss:1.8716555833816528	 training accuracy:0.25875
Epoch:342	training loss:1.869899034500122	 training accuracy:0.26125
Epoch:343	training loss:1.8681539297103882	 training accuracy:0.26125
Epoch:344	training loss:1.866420030593872	 training accuracy:0.26125
Epoch:345	training loss:1.8646976947784424	 training accuracy:0.2625
Epoch:346	training loss:1.8629869222640991	 training accuracy:0.2625
Epoch:347	training loss:1.8612884283065796	 training accuracy:0.2625
Epoch:348	training loss:1.8596018552780151	 training accuracy:0.26625
Epoch:349	training loss:1.8579270839691162	 training accuracy:0.2675
Epoch:350	training loss:1.8562631607055664	 training accuracy:0.2675
Epoch:351	training loss:1.8546109199523926	 training accuracy:0.2675
Epoch:352	training loss:1.8529702425003052	 training accuracy:0.2675
Epoch:353	training loss:1.8513422012329102	 training accuracy:0.26875
Epoch:354	training loss:1.8497257232666016	 training accuracy:0.26875
Epoch:355	training loss:1.8481206893920898	 training accuracy:0.27
Epoch:356	training loss:1.8465276956558228	 training accuracy:0.27
Epoch:357	training loss:1.8449461460113525	 training accuracy:0.27125
Epoch:358	training loss:1.843376874923706	 training accuracy:0.27125
Epoch:359	training loss:1.841819167137146	 training accuracy:0.2725
Epoch:360	training loss:1.8402730226516724	 training accuracy:0.2725
Epoch:361	training loss:1.8387385606765747	 training accuracy:0.2725
Epoch:362	training loss:1.8372166156768799	 training accuracy:0.2725
Epoch:363	training loss:1.8357064723968506	 training accuracy:0.27375
Epoch:364	training loss:1.8342081308364868	 training accuracy:0.27375
Epoch:365	training loss:1.832721471786499	 training accuracy:0.275
Epoch:366	training loss:1.8312468528747559	 training accuracy:0.275
Epoch:367	training loss:1.8297839164733887	 training accuracy:0.275
Epoch:368	training loss:1.8283330202102661	 training accuracy:0.27875
Epoch:369	training loss:1.82689368724823	 training accuracy:0.28
Epoch:370	training loss:1.8254666328430176	 training accuracy:0.28375
Epoch:371	training loss:1.824052095413208	 training accuracy:0.2875
Epoch:372	training loss:1.8226498365402222	 training accuracy:0.2925
Epoch:373	training loss:1.8212592601776123	 training accuracy:0.29625
Epoch:374	training loss:1.8198803663253784	 training accuracy:0.29625
Epoch:375	training loss:1.8185131549835205	 training accuracy:0.29625
Epoch:376	training loss:1.8171581029891968	 training accuracy:0.29625
Epoch:377	training loss:1.8158155679702759	 training accuracy:0.29625
Epoch:378	training loss:1.8144862651824951	 training accuracy:0.2975
Epoch:379	training loss:1.8131681680679321	 training accuracy:0.2975
Epoch:380	training loss:1.8118621110916138	 training accuracy:0.2975
Epoch:381	training loss:1.8105683326721191	 training accuracy:0.3
Epoch:382	training loss:1.8092868328094482	 training accuracy:0.3025
Epoch:383	training loss:1.808017373085022	 training accuracy:0.30375
Epoch:384	training loss:1.8067600727081299	 training accuracy:0.305
Epoch:385	training loss:1.8055140972137451	 training accuracy:0.305
Epoch:386	training loss:1.8042807579040527	 training accuracy:0.305
Epoch:387	training loss:1.8030602931976318	 training accuracy:0.30625
Epoch:388	training loss:1.8018524646759033	 training accuracy:0.30625
Epoch:389	training loss:1.8006559610366821	 training accuracy:0.3075
Epoch:390	training loss:1.7994722127914429	 training accuracy:0.30875
Epoch:391	training loss:1.7983005046844482	 training accuracy:0.31
Epoch:392	training loss:1.7971410751342773	 training accuracy:0.315
Epoch:393	training loss:1.795993447303772	 training accuracy:0.3175
Epoch:394	training loss:1.7948583364486694	 training accuracy:0.3175
Epoch:395	training loss:1.7937359809875488	 training accuracy:0.31875
Epoch:396	training loss:1.7926257848739624	 training accuracy:0.32
Epoch:397	training loss:1.7915278673171997	 training accuracy:0.32
Epoch:398	training loss:1.7904417514801025	 training accuracy:0.32125
Epoch:399	training loss:1.7893681526184082	 training accuracy:0.32125
Epoch:400	training loss:1.7883074283599854	 training accuracy:0.32375
Epoch:401	training loss:1.7872588634490967	 training accuracy:0.325
Epoch:402	training loss:1.7862221002578735	 training accuracy:0.32625
Epoch:403	training loss:1.7851976156234741	 training accuracy:0.3275
Epoch:404	training loss:1.7841851711273193	 training accuracy:0.32875
Epoch:405	training loss:1.7831848859786987	 training accuracy:0.32875
Epoch:406	training loss:1.7821978330612183	 training accuracy:0.32875
Epoch:407	training loss:1.7812222242355347	 training accuracy:0.33
Epoch:408	training loss:1.7802590131759644	 training accuracy:0.33125
Epoch:409	training loss:1.77930748462677	 training accuracy:0.33125
Epoch:410	training loss:1.7783687114715576	 training accuracy:0.3325
Epoch:411	training loss:1.777442216873169	 training accuracy:0.33625
Epoch:412	training loss:1.7765283584594727	 training accuracy:0.33625
Epoch:413	training loss:1.7756274938583374	 training accuracy:0.33625
Epoch:414	training loss:1.7747387886047363	 training accuracy:0.33625
Epoch:415	training loss:1.7738617658615112	 training accuracy:0.33625
Epoch:416	training loss:1.7729966640472412	 training accuracy:0.33625
Epoch:417	training loss:1.772143840789795	 training accuracy:0.33625
Epoch:418	training loss:1.7713037729263306	 training accuracy:0.3375
Epoch:419	training loss:1.7704756259918213	 training accuracy:0.33875
Epoch:420	training loss:1.7696597576141357	 training accuracy:0.33875
Epoch:421	training loss:1.7688552141189575	 training accuracy:0.33875
Epoch:422	training loss:1.7680625915527344	 training accuracy:0.34
Epoch:423	training loss:1.767282247543335	 training accuracy:0.34
Epoch:424	training loss:1.766513466835022	 training accuracy:0.34
Epoch:425	training loss:1.7657562494277954	 training accuracy:0.34
Epoch:426	training loss:1.7650107145309448	 training accuracy:0.34
Epoch:427	training loss:1.7642769813537598	 training accuracy:0.34
Epoch:428	training loss:1.7635552883148193	 training accuracy:0.3425
Epoch:429	training loss:1.7628448009490967	 training accuracy:0.3425
Epoch:430	training loss:1.7621467113494873	 training accuracy:0.34375
Epoch:431	training loss:1.7614597082138062	 training accuracy:0.34375
Epoch:432	training loss:1.7607841491699219	 training accuracy:0.34375
Epoch:433	training loss:1.7601197957992554	 training accuracy:0.34375
Epoch:434	training loss:1.7594667673110962	 training accuracy:0.345
Epoch:435	training loss:1.7588242292404175	 training accuracy:0.345
Epoch:436	training loss:1.758193016052246	 training accuracy:0.345
Epoch:437	training loss:1.7575733661651611	 training accuracy:0.3475
Epoch:438	training loss:1.756964087486267	 training accuracy:0.3475
Epoch:439	training loss:1.7563649415969849	 training accuracy:0.34875
Epoch:440	training loss:1.7557754516601562	 training accuracy:0.35
